 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G;positiv;;;
1975;14-DAPI-1-40x-402ms.tif;NBL;0.0749;0.0749;74.6406;1.4522;5.5883;0.1087;0;;;
225;02-DAPI-1-40x-402ms.tif;NBL;0.0262;0.0262;38.1701;1.4523;0.9982;0.038;0;;;
2368;16-DAPI-1-40x-402ms.tif;NBL;0.0394;0.0394;72.8375;1.4545;2.8689;0.0573;0;;;
136;01-DAPI-1-40x-402ms.tif;NBL;0.0385;0.0385;41.6113;1.4563;1.6029;0.0561;0;;;
2382;16-DAPI-1-40x-402ms.tif;NBL;0.0492;0.0492;108.426;1.457;5.3295;0.0716;0;;;
1292;06-DAPI-1-40x-402ms.tif;NBL;0.0408;0.0408;28.6011;1.4574;1.1669;0.0595;0;;;
1718;08-DAPI-1-40x-402ms.tif;NBL;0.0166;0.0166;33.8889;1.4575;0.5626;0.0242;0;;;
757;04-DAPI-1-40x-402ms.tif;NBL;0.0685;0.0685;49.317;1.458;3.3766;0.0998;0;;;
374;02-DAPI-1-40x-402ms.tif;NBL;0.0551;0.0551;39.628;1.4587;2.1844;0.0804;0;;;
958;04-DAPI-1-40x-402ms.tif;NBL;0.0664;0.0664;43.152;1.4592;2.8656;0.0969;0;;;
450;02-DAPI-1-40x-402ms.tif;NBL;0.0335;0.0335;47.5178;1.4595;1.5932;0.0489;0;;;
2287;15-DAPI-1-40x-402ms.tif;NBL;0.0323;0.0323;45.1409;1.4597;1.4596;0.0472;0;;;
1799;09-DAPI-1-40x-402ms.tif;NBL;0.0575;0.0575;82.4434;1.4604;4.7412;0.084;0;;;
2027;14-DAPI-1-40x-402ms.tif;NBL;0.0302;0.0302;48.3309;1.4604;1.4579;0.0441;0;;;
2384;16-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;96.4046;1.4605;3.18;0.0482;0;;;
1715;08-DAPI-1-40x-402ms.tif;NBL;0.0179;0.0179;22.9455;1.4606;0.4108;0.0262;0;;;
1449;07-DAPI-1-40x-402ms.tif;NBL;0.0678;0.0678;22.2896;1.4608;1.5116;0.0991;0;;;
2184;15-DAPI-1-40x-402ms.tif;NBL;0.0339;0.0339;67.1538;1.4615;2.2734;0.0495;0;;;
984;05-DAPI-1-40x-402ms.tif;NBL;0.05;0.05;46.5662;1.462;2.3293;0.0731;0;;;
483;02-DAPI-1-40x-402ms.tif;NBL;0.023;0.023;48.0991;1.4623;1.1064;0.0336;0;;;
1651;08-DAPI-1-40x-402ms.tif;NBL;0.0422;0.0422;24.9974;1.4627;1.0551;0.0617;0;;;
672;03-DAPI-1-40x-402ms.tif;NBL;0.0237;0.0237;59.2569;1.4633;1.4017;0.0346;0;;;
995;05-DAPI-1-40x-402ms.tif;NBL;0.0613;0.0613;31.1416;1.4637;1.9092;0.0897;0;;;
2392;16-DAPI-1-40x-402ms.tif;NBL;0.0882;0.0882;83.9828;1.4637;7.4086;0.1291;0;;;
103;01-DAPI-1-40x-402ms.tif;NBL;0.0456;0.0456;50.2357;1.4643;2.2894;0.0667;0;;;
1054;05-DAPI-1-40x-402ms.tif;NBL;0.0577;0.0577;38.7143;1.4643;2.2348;0.0845;0;;;
1112;05-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;40.4646;1.4646;1.7387;0.0629;0;;;
911;04-DAPI-1-40x-402ms.tif;NBL;0.0614;0.0614;24.6343;1.4647;1.5129;0.09;0;;;
1098;05-DAPI-1-40x-402ms.tif;NBL;0.0231;0.0231;47.5822;1.4648;1.0997;0.0339;0;;;
317;02-DAPI-1-40x-402ms.tif;NBL;0.0264;0.0264;57.0617;1.465;1.5046;0.0386;0;;;
1021;05-DAPI-1-40x-402ms.tif;NBL;0.0558;0.0558;36.8969;1.465;2.0578;0.0817;0;;;
1319;06-DAPI-1-40x-402ms.tif;NBL;0.0774;0.0774;25.8317;1.4656;1.9985;0.1134;0;;;
377;02-DAPI-1-40x-402ms.tif;NBL;0.0638;0.0638;42.119;1.466;2.6873;0.0935;0;;;
6;01-DAPI-1-40x-402ms.tif;NBL;0.0618;0.0618;47.9211;1.4667;2.9639;0.0907;0;;;
1002;05-DAPI-1-40x-402ms.tif;NBL;0.0764;0.0764;40.5838;1.4673;3.1002;0.1121;0;;;
1744;09-DAPI-1-40x-402ms.tif;NBL;0.0367;0.0367;103.3314;1.4675;3.7897;0.0538;0;;;
299;02-DAPI-1-40x-402ms.tif;NBL;0.0747;0.0747;31.6076;1.468;2.3596;0.1096;0;;;
583;03-DAPI-1-40x-402ms.tif;NBL;0.0829;0.0829;43.0668;1.4686;3.5702;0.1217;0;;;
2201;15-DAPI-1-40x-402ms.tif;NBL;0.0905;0.0905;48.2602;1.4688;4.3673;0.1329;0;;;
1578;08-DAPI-1-40x-402ms.tif;NBL;0.0597;0.0597;34.4964;1.4691;2.0587;0.0877;0;;;
1750;09-DAPI-1-40x-402ms.tif;NBL;0.0554;0.0554;102.3483;1.4697;5.6749;0.0815;0;;;
367;02-DAPI-1-40x-402ms.tif;NBL;0.0399;0.0399;56.038;1.4701;2.2376;0.0587;0;;;
2142;15-DAPI-1-40x-402ms.tif;NBL;0.0498;0.0498;62.5686;1.4706;3.1162;0.0732;0;;;
2363;16-DAPI-1-40x-402ms.tif;NBL;0.048;0.048;75.9253;1.4706;3.6414;0.0705;0;;;
1012;05-DAPI-1-40x-402ms.tif;NBL;0.0521;0.0521;40.225;1.4708;2.0951;0.0766;0;;;
1272;06-DAPI-1-40x-402ms.tif;NBL;0.065;0.065;30.3973;1.4708;1.9757;0.0956;0;;;
982;05-DAPI-1-40x-402ms.tif;NBL;0.0465;0.0465;45.2168;1.4709;2.1048;0.0685;0;;;
2224;15-DAPI-1-40x-402ms.tif;NBL;0.0645;0.0645;72.6852;1.4714;4.6848;0.0948;0;;;
999;05-DAPI-1-40x-402ms.tif;NBL;0.0248;0.0248;38.6419;1.4716;0.9602;0.0366;0;;;
2136;15-DAPI-1-40x-402ms.tif;NBL;0.0594;0.0594;76.2066;1.4717;4.5231;0.0873;0;;;
31;01-DAPI-1-40x-402ms.tif;NBL;0.0395;0.0395;55.3571;1.4725;2.1864;0.0582;0;;;
1134;05-DAPI-1-40x-402ms.tif;NBL;0.0317;0.0317;29.9486;1.4726;0.9489;0.0467;0;;;
1303;06-DAPI-1-40x-402ms.tif;NBL;0.0998;0.0998;19.5109;1.4728;1.9477;0.147;0;;;
1194;05-DAPI-1-40x-402ms.tif;NBL;0.0484;0.0484;44.0179;1.4731;2.1302;0.0713;0;;;
345;02-DAPI-1-40x-402ms.tif;NBL;0.0163;0.0163;60.1933;1.4733;0.9797;0.024;0;;;
169;01-DAPI-1-40x-402ms.tif;NBL;0.0225;0.0225;50.9662;1.4734;1.1447;0.0331;0;;;
1441;07-DAPI-1-40x-402ms.tif;NBL;0.1029;0.1029;18.4451;1.4736;1.8974;0.1516;0;;;
1745;09-DAPI-1-40x-402ms.tif;NBL;0.0435;0.0435;91.7781;1.4738;3.9934;0.0641;0;;;
2323;16-DAPI-1-40x-402ms.tif;NBL;0.084;0.084;89.8101;1.4742;7.5426;0.1238;0;;;
1783;09-DAPI-1-40x-402ms.tif;NBL;0.0696;0.0696;94.1404;1.4743;6.5477;0.1025;0;;;
2264;15-DAPI-1-40x-402ms.tif;NBL;0.0494;0.0494;80.4769;1.4747;3.9732;0.0728;0;;;
2341;16-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;77.7626;1.4747;3.3414;0.0634;0;;;
1412;07-DAPI-1-40x-402ms.tif;NBL;0.0783;0.0783;21.6025;1.4751;1.6924;0.1156;0;;;
1453;07-DAPI-1-40x-402ms.tif;NBL;0.0974;0.0974;19.3486;1.4755;1.8853;0.1438;0;;;
519;03-DAPI-1-40x-402ms.tif;NBL;0.035;0.035;54.8235;1.4768;1.9214;0.0518;0;;;
330;02-DAPI-1-40x-402ms.tif;NBL;0.0259;0.0259;45.1925;1.477;1.172;0.0383;0;;;
273;02-DAPI-1-40x-402ms.tif;NBL;0.0857;0.0857;40.3025;1.4772;3.4548;0.1266;0;;;
515;02-DAPI-1-40x-402ms.tif;NBL;0.0311;0.0311;51.1289;1.4774;1.5922;0.046;0;;;
1530;07-DAPI-1-40x-402ms.tif;NBL;0.0507;0.0507;15.0385;1.4775;0.762;0.0749;0;;;
2307;16-DAPI-1-40x-402ms.tif;NBL;0.032;0.032;104.5797;1.478;3.3475;0.0473;0;;;
1310;06-DAPI-1-40x-402ms.tif;NBL;0.0472;0.0472;29.1172;1.4782;1.3743;0.0698;0;;;
2283;15-DAPI-1-40x-402ms.tif;NBL;0.0458;0.0458;69.4573;1.4787;3.1804;0.0677;0;;;
1274;06-DAPI-1-40x-402ms.tif;NBL;0.0469;0.0469;31.3912;1.4792;1.4715;0.0693;0;;;
337;02-DAPI-1-40x-402ms.tif;NBL;0.0215;0.0215;64.9646;1.4798;1.3957;0.0318;0;;;
498;02-DAPI-1-40x-402ms.tif;NBL;0.0405;0.0405;56.0241;1.4799;2.2675;0.0599;0;;;
137;01-DAPI-1-40x-402ms.tif;NBL;0.0895;0.0895;43.2315;1.48;3.87;0.1325;0;;;
1693;08-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;23.056;1.48;0.9382;0.0602;0;;;
1468;07-DAPI-1-40x-402ms.tif;NBL;0.0735;0.0735;23.2496;1.4801;1.7079;0.1087;0;;;
1190;05-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;43.2533;1.4803;1.4268;0.0488;0;;;
1166;05-DAPI-1-40x-402ms.tif;NBL;0.0194;0.0194;31.7877;1.4804;0.6174;0.0288;0;;;
1667;08-DAPI-1-40x-402ms.tif;NBL;0.0341;0.0341;21.3885;1.4809;0.7287;0.0505;0;;;
2009;14-DAPI-1-40x-402ms.tif;NBL;0.0115;0.0115;88.2925;1.4811;1.0155;0.017;0;;;
183;01-DAPI-1-40x-402ms.tif;NBL;0.0322;0.0322;56.8754;1.4815;1.8329;0.0477;0;;;
802;04-DAPI-1-40x-402ms.tif;NBL;0.0385;0.0385;44.4789;1.4817;1.7133;0.0571;0;;;
143;01-DAPI-1-40x-402ms.tif;NBL;0.0365;0.0365;48.3512;1.4821;1.7628;0.054;0;;;
175;01-DAPI-1-40x-402ms.tif;NBL;0.0518;0.0518;65.3396;1.4822;3.3818;0.0767;0;;;
1153;05-DAPI-1-40x-402ms.tif;NBL;0.0275;0.0275;23.7115;1.4822;0.6509;0.0407;0;;;
978;05-DAPI-1-40x-402ms.tif;NBL;0.0776;0.0776;37.6727;1.4825;2.9227;0.115;0;;;
1015;05-DAPI-1-40x-402ms.tif;NBL;0.0416;0.0416;37.0574;1.483;1.54;0.0616;0;;;
731;03-DAPI-1-40x-402ms.tif;NBL;0.0418;0.0418;54.2545;1.4831;2.2665;0.062;0;;;
1341;06-DAPI-1-40x-402ms.tif;NBL;0.0314;0.0314;30.0311;1.4844;0.9417;0.0465;0;;;
1304;06-DAPI-1-40x-402ms.tif;NBL;0.0322;0.0322;33.4411;1.4848;1.0777;0.0479;0;;;
1680;08-DAPI-1-40x-402ms.tif;NBL;0.0463;0.0463;20.9532;1.4848;0.9708;0.0688;0;;;
704;03-DAPI-1-40x-402ms.tif;NBL;0.0617;0.0617;31.7715;1.4851;1.9616;0.0917;0;;;
1528;07-DAPI-1-40x-402ms.tif;NBL;0.04;0.04;14.626;1.4851;0.5856;0.0595;0;;;
2473;16-DAPI-1-40x-402ms.tif;NBL;0.0255;0.0255;91.9191;1.4851;2.3439;0.0379;0;;;
1283;06-DAPI-1-40x-402ms.tif;NBL;0.0938;0.0938;22.8819;1.4861;2.1452;0.1393;0;;;
444;02-DAPI-1-40x-402ms.tif;NBL;0.0275;0.0275;76.6996;1.4862;2.1056;0.0408;0;;;
1568;08-DAPI-1-40x-402ms.tif;NBL;0.0366;0.0366;28.9436;1.4866;1.0584;0.0544;0;;;
538;03-DAPI-1-40x-402ms.tif;NBL;0.0457;0.0457;55.2019;1.4869;2.5217;0.0679;0;;;
1584;08-DAPI-1-40x-402ms.tif;NBL;0.025;0.025;19.7;1.487;0.4916;0.0371;0;;;
2022;14-DAPI-1-40x-402ms.tif;NBL;0.0882;0.0882;65.8216;1.4871;5.8065;0.1312;0;;;
397;02-DAPI-1-40x-402ms.tif;NBL;0.0521;0.0521;38.9521;1.4875;2.0288;0.0775;0;;;
552;03-DAPI-1-40x-402ms.tif;NBL;0.0883;0.0883;44.1155;1.4877;3.8965;0.1314;0;;;
2160;15-DAPI-1-40x-402ms.tif;NBL;0.0589;0.0589;73.1013;1.488;4.3071;0.0877;0;;;
1802;09-DAPI-1-40x-402ms.tif;NBL;0.0184;0.0184;119.1765;1.4882;2.1984;0.0275;0;;;
1716;08-DAPI-1-40x-402ms.tif;NBL;0.0282;0.0282;19.0269;1.4885;0.5368;0.042;0;;;
1306;06-DAPI-1-40x-402ms.tif;NBL;0.0458;0.0458;24.1943;1.4905;1.1079;0.0683;0;;;
1591;08-DAPI-1-40x-402ms.tif;NBL;0.0345;0.0345;27.1447;1.4906;0.9366;0.0514;0;;;
2347;16-DAPI-1-40x-402ms.tif;NBL;0.0292;0.0292;46.4684;1.4907;1.3563;0.0435;0;;;
1596;08-DAPI-1-40x-402ms.tif;NBL;0.0124;0.0124;32.1316;1.4912;0.3975;0.0184;0;;;
501;02-DAPI-1-40x-402ms.tif;NBL;0.0126;0.0126;36.3966;1.4914;0.4581;0.0188;0;;;
2232;15-DAPI-1-40x-402ms.tif;NBL;0.0452;0.0452;95.7818;1.4916;4.3339;0.0675;0;;;
861;04-DAPI-1-40x-402ms.tif;NBL;0.0463;0.0463;36.1241;1.4918;1.6737;0.0691;0;;;
338;02-DAPI-1-40x-402ms.tif;NBL;0.0135;0.0135;52.6532;1.4919;0.7084;0.0201;0;;;
1657;08-DAPI-1-40x-402ms.tif;NBL;0.0214;0.0214;29.3604;1.4924;0.6276;0.0319;0;;;
2174;15-DAPI-1-40x-402ms.tif;NBL;0.0357;0.0357;86.7599;1.4924;3.0972;0.0533;0;;;
2193;15-DAPI-1-40x-402ms.tif;NBL;0.0623;0.0623;67.3449;1.493;4.1944;0.093;0;;;
333;02-DAPI-1-40x-402ms.tif;NBL;0.0187;0.0187;59.6105;1.4942;1.1125;0.0279;0;;;
340;02-DAPI-1-40x-402ms.tif;NBL;0.0285;0.0285;60.4144;1.4943;1.7241;0.0426;0;;;
511;02-DAPI-1-40x-402ms.tif;NBL;0.0206;0.0206;56.7737;1.4947;1.1705;0.0308;0;;;
1736;09-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;104.1705;1.4951;3.4475;0.0495;0;;;
318;02-DAPI-1-40x-402ms.tif;NBL;0.0416;0.0416;57.1358;1.4961;2.3745;0.0622;0;;;
2267;15-DAPI-1-40x-402ms.tif;NBL;0.0289;0.0289;62.5301;1.4962;1.8048;0.0432;0;;;
2153;15-DAPI-1-40x-402ms.tif;NBL;0.0599;0.0599;70.1721;1.4964;4.203;0.0896;0;;;
1617;08-DAPI-1-40x-402ms.tif;NBL;0.0317;0.0317;27.4281;1.4966;0.869;0.0474;0;;;
553;03-DAPI-1-40x-402ms.tif;NBL;0.0651;0.0651;40.6867;1.4967;2.6489;0.0974;0;;;
1199;05-DAPI-1-40x-402ms.tif;NBL;0.0367;0.0367;42.6509;1.497;1.5642;0.0549;0;;;
512;02-DAPI-1-40x-402ms.tif;NBL;0.0557;0.0557;18.6413;1.4971;1.0377;0.0833;0;;;
785;04-DAPI-1-40x-402ms.tif;NBL;0.0836;0.0836;42.3701;1.4974;3.54;0.1251;0;;;
1083;05-DAPI-1-40x-402ms.tif;NBL;0.024;0.024;42.4887;1.4977;1.0189;0.0359;0;;;
165;01-DAPI-1-40x-402ms.tif;NBL;0.0244;0.0244;63.0444;1.4978;1.5392;0.0366;0;;;
500;02-DAPI-1-40x-402ms.tif;NBL;0.0298;0.0298;39.9091;1.4982;1.1909;0.0447;0;;;
1302;06-DAPI-1-40x-402ms.tif;NBL;0.0662;0.0662;27.6213;1.4984;1.8282;0.0992;0;;;
2116;15-DAPI-1-40x-402ms.tif;NBL;0.0333;0.0333;59.6482;1.4984;1.987;0.0499;0;;;
96;01-DAPI-1-40x-402ms.tif;NBL;0.0424;0.0424;50.2634;1.4987;2.1325;0.0636;0;;;
1007;05-DAPI-1-40x-402ms.tif;NBL;0.1028;0.1028;39.5671;1.4995;4.0658;0.1541;0;;;
2159;15-DAPI-1-40x-402ms.tif;NBL;0.1101;0.1101;70.0749;1.4995;7.7177;0.1651;0;;;
132;01-DAPI-1-40x-402ms.tif;NBL;0.0224;0.0224;64.8447;1.5;1.4494;0.0335;0;;;
1357;06-DAPI-1-40x-402ms.tif;NBL;0.0187;0.0187;23.7093;1.5;0.4425;0.028;0;;;
1450;07-DAPI-1-40x-402ms.tif;NBL;0.056;0.056;27.8527;1.5;1.5595;0.084;0;;;
1642;08-DAPI-1-40x-402ms.tif;NBL;0.0393;0.0393;30.1961;1.5;1.1861;0.0589;0;;;
2491;16-DAPI-1-40x-402ms.tif;NBL;0.0423;0.0423;99.1538;1.5;4.196;0.0635;0;;;
130;01-DAPI-1-40x-402ms.tif;NBL;0.0383;0.0383;50.4731;1.5014;1.9333;0.0575;0;;;
549;03-DAPI-1-40x-402ms.tif;NBL;0.0601;0.0601;46.1282;1.5018;2.7729;0.0903;0;;;
2110;15-DAPI-1-40x-402ms.tif;NBL;0.0484;0.0484;74.8722;1.5022;3.6234;0.0727;0;;;
119;01-DAPI-1-40x-402ms.tif;NBL;0.0696;0.0696;43.0936;1.5023;2.9973;0.1045;0;;;
2114;15-DAPI-1-40x-402ms.tif;NBL;0.0932;0.0932;55.0733;1.5029;5.1332;0.1401;0;;;
363;02-DAPI-1-40x-402ms.tif;NBL;0.0544;0.0544;47.7884;1.503;2.5979;0.0817;0;;;
1266;06-DAPI-1-40x-402ms.tif;NBL;0.0885;0.0885;24.3787;1.5037;2.1585;0.1331;0;;;
516;03-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;55.576;1.504;2.2614;0.0612;0;;;
565;03-DAPI-1-40x-402ms.tif;NBL;0.0858;0.0858;43.5322;1.5044;3.7363;0.1291;0;;;
2380;16-DAPI-1-40x-402ms.tif;NBL;0.0469;0.0469;94.5648;1.5046;4.4327;0.0705;0;;;
1013;05-DAPI-1-40x-402ms.tif;NBL;0.0318;0.0318;42.1638;1.5051;1.3405;0.0479;0;;;
661;03-DAPI-1-40x-402ms.tif;NBL;0.0511;0.0511;36.569;1.5053;1.8689;0.0769;0;;;
1540;08-DAPI-1-40x-402ms.tif;NBL;0.0382;0.0382;30.8608;1.5057;1.1787;0.0575;0;;;
474;02-DAPI-1-40x-402ms.tif;NBL;0.0452;0.0452;29.7602;1.506;1.3466;0.0681;0;;;
1589;08-DAPI-1-40x-402ms.tif;NBL;0.0493;0.0493;24.63;1.5066;1.2133;0.0742;0;;;
1705;08-DAPI-1-40x-402ms.tif;NBL;0.0156;0.0156;22.1389;1.5069;0.3459;0.0235;0;;;
1928;09-DAPI-1-40x-402ms.tif;NBL;0.0233;0.0233;72.6884;1.507;1.6957;0.0352;0;;;
1287;06-DAPI-1-40x-402ms.tif;NBL;0.0817;0.0817;22.5883;1.5073;1.8456;0.1232;0;;;
1546;08-DAPI-1-40x-402ms.tif;NBL;0.0291;0.0291;24.5037;1.5075;0.7126;0.0438;0;;;
869;04-DAPI-1-40x-402ms.tif;NBL;0.0506;0.0506;39.9335;1.5086;2.0192;0.0763;0;;;
378;02-DAPI-1-40x-402ms.tif;NBL;0.1094;0.1094;35.6518;1.5089;3.8994;0.165;0;;;
881;04-DAPI-1-40x-402ms.tif;NBL;0.0298;0.0298;34.9673;1.5091;1.0434;0.045;0;;;
563;03-DAPI-1-40x-402ms.tif;NBL;0.0882;0.0882;42.6433;1.5092;3.7618;0.1331;0;;;
713;03-DAPI-1-40x-402ms.tif;NBL;0.0226;0.0226;58.6442;1.5096;1.3236;0.0341;0;;;
2250;15-DAPI-1-40x-402ms.tif;NBL;0.039;0.039;50.5599;1.5097;1.9695;0.0588;0;;;
35;01-DAPI-1-40x-402ms.tif;NBL;0.0221;0.0221;50.6373;1.5098;1.1209;0.0334;0;;;
1201;05-DAPI-1-40x-402ms.tif;NBL;0.0166;0.0166;34.5752;1.5098;0.574;0.0251;0;;;
2234;15-DAPI-1-40x-402ms.tif;NBL;0.0941;0.0941;70.7359;1.5098;6.6545;0.142;0;;;
1052;05-DAPI-1-40x-402ms.tif;NBL;0.0323;0.0323;52.1409;1.5101;1.686;0.0488;0;;;
2277;15-DAPI-1-40x-402ms.tif;NBL;0.0264;0.0264;74.465;1.5103;1.9634;0.0398;0;;;
576;03-DAPI-1-40x-402ms.tif;NBL;0.0412;0.0412;44.8079;1.5105;1.8475;0.0623;0;;;
2388;16-DAPI-1-40x-402ms.tif;NBL;0.0344;0.0344;92.9842;1.511;3.1984;0.052;0;;;
83;01-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;59.4393;1.5115;1.9671;0.05;0;;;
2212;15-DAPI-1-40x-402ms.tif;NBL;0.0309;0.0309;71.1684;1.5123;2.2008;0.0468;0;;;
2051;14-DAPI-1-40x-402ms.tif;NBL;0.0345;0.0345;34.4151;1.5126;1.1875;0.0522;0;;;
919;04-DAPI-1-40x-402ms.tif;NBL;0.0503;0.0503;41.6897;1.5129;2.099;0.0762;0;;;
1454;07-DAPI-1-40x-402ms.tif;NBL;0.0334;0.0334;27.1916;1.513;0.9087;0.0506;0;;;
2165;15-DAPI-1-40x-402ms.tif;NBL;0.0245;0.0245;72.4646;1.5133;1.777;0.0371;0;;;
2364;16-DAPI-1-40x-402ms.tif;NBL;0.0526;0.0526;71.5691;1.5134;3.7664;0.0796;0;;;
1550;08-DAPI-1-40x-402ms.tif;NBL;0.0355;0.0355;29.0153;1.5138;1.0295;0.0537;0;;;
1682;08-DAPI-1-40x-402ms.tif;NBL;0.0426;0.0426;21.1527;1.514;0.902;0.0646;0;;;
257;02-DAPI-1-40x-402ms.tif;NBL;0.0192;0.0192;49.7175;1.5141;0.9549;0.0291;0;;;
1475;07-DAPI-1-40x-402ms.tif;NBL;0.0498;0.0498;22.4161;1.5142;1.1164;0.0754;0;;;
324;02-DAPI-1-40x-402ms.tif;NBL;0.0152;0.0152;45.75;1.5143;0.695;0.023;0;;;
2098;14-DAPI-1-40x-402ms.tif;NBL;0.0371;0.0371;68.9094;1.5146;2.5572;0.0562;0;;;
185;01-DAPI-1-40x-402ms.tif;NBL;0.0145;0.0145;49.403;1.5149;0.7183;0.022;0;;;
129;01-DAPI-1-40x-402ms.tif;NBL;0.0392;0.0392;44.4238;1.5152;1.7401;0.0594;0;;;
1023;05-DAPI-1-40x-402ms.tif;NBL;0.0358;0.0358;40.0788;1.5152;1.4351;0.0543;0;;;
2169;15-DAPI-1-40x-402ms.tif;NBL;0.0246;0.0246;63.533;1.5154;1.5649;0.0373;0;;;
2247;15-DAPI-1-40x-402ms.tif;NBL;0.0841;0.0841;64.8865;1.5161;5.4565;0.1275;0;;;
99;01-DAPI-1-40x-402ms.tif;NBL;0.0607;0.0607;45.1181;1.517;2.7367;0.092;0;;;
1628;08-DAPI-1-40x-402ms.tif;NBL;0.0348;0.0348;29.3333;1.5171;1.0217;0.0528;0;;;
1805;09-DAPI-1-40x-402ms.tif;NBL;0.0252;0.0252;75.6681;1.5172;1.9048;0.0382;0;;;
2155;15-DAPI-1-40x-402ms.tif;NBL;0.1011;0.1011;64.0365;1.5172;6.4759;0.1534;0;;;
1060;05-DAPI-1-40x-402ms.tif;NBL;0.0457;0.0457;40.4964;1.5178;1.8499;0.0693;0;;;
259;02-DAPI-1-40x-402ms.tif;NBL;0.0452;0.0452;53.3549;1.518;2.4142;0.0687;0;;;
923;04-DAPI-1-40x-402ms.tif;NBL;0.028;0.028;47.9302;1.5194;1.3418;0.0425;0;;;
228;02-DAPI-1-40x-402ms.tif;NBL;0.0111;0.0111;54.7059;1.5196;0.6055;0.0168;0;;;
128;01-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;60.3553;1.5197;1.9909;0.0501;0;;;
1084;05-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;32.048;1.52;1.304;0.0618;0;;;
2249;15-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;44.5013;1.52;1.8108;0.0618;0;;;
2048;14-DAPI-1-40x-402ms.tif;NBL;0.0625;0.0625;47.599;1.5208;2.9749;0.0951;0;;;
2393;16-DAPI-1-40x-402ms.tif;NBL;0.0541;0.0541;94.6172;1.521;5.123;0.0824;0;;;
2231;15-DAPI-1-40x-402ms.tif;NBL;0.0637;0.0637;63.2896;1.5213;4.0311;0.0969;0;;;
1097;05-DAPI-1-40x-402ms.tif;NBL;0.0399;0.0399;45.2772;1.5217;1.8079;0.0608;0;;;
794;04-DAPI-1-40x-402ms.tif;NBL;0.0871;0.0871;47.9191;1.5218;4.1752;0.1326;0;;;
2042;14-DAPI-1-40x-402ms.tif;NBL;0.0941;0.0941;62.8754;1.5225;5.915;0.1432;0;;;
151;01-DAPI-1-40x-402ms.tif;NBL;0.0232;0.0232;36.9673;1.5234;0.8584;0.0354;0;;;
124;01-DAPI-1-40x-402ms.tif;NBL;0.0485;0.0485;51.7562;1.5235;2.5103;0.0739;0;;;
2141;15-DAPI-1-40x-402ms.tif;NBL;0.0462;0.0462;61.223;1.5235;2.83;0.0704;0;;;
1277;06-DAPI-1-40x-402ms.tif;NBL;0.1262;0.1262;17.4815;1.5236;2.2061;0.1923;0;;;
261;02-DAPI-1-40x-402ms.tif;NBL;0.0387;0.0387;45.7367;1.5238;1.7717;0.059;0;;;
1384;07-DAPI-1-40x-402ms.tif;NBL;0.057;0.057;21.6171;1.5238;1.2314;0.0868;0;;;
131;01-DAPI-1-40x-402ms.tif;NBL;0.0431;0.0431;47.6146;1.5239;2.0511;0.0656;0;;;
118;01-DAPI-1-40x-402ms.tif;NBL;0.0703;0.0703;45.2793;1.5247;3.1837;0.1072;0;;;
1800;09-DAPI-1-40x-402ms.tif;NBL;0.0322;0.0322;105.0505;1.5253;3.3854;0.0492;0;;;
2229;15-DAPI-1-40x-402ms.tif;NBL;0.0556;0.0556;52.457;1.5254;2.9143;0.0847;0;;;
1735;09-DAPI-1-40x-402ms.tif;NBL;0.076;0.076;105.08;1.5257;7.9813;0.1159;0;;;
142;01-DAPI-1-40x-402ms.tif;NBL;0.0293;0.0293;45.4;1.5259;1.3301;0.0447;0;;;
2284;15-DAPI-1-40x-402ms.tif;NBL;0.0866;0.0866;62.1541;1.5263;5.3818;0.1322;0;;;
806;04-DAPI-1-40x-402ms.tif;NBL;0.0513;0.0513;54.0402;1.5264;2.7735;0.0783;0;;;
1251;06-DAPI-1-40x-402ms.tif;NBL;0.0812;0.0812;26.512;1.5267;2.1518;0.1239;0;;;
1299;06-DAPI-1-40x-402ms.tif;NBL;0.0879;0.0879;21.0321;1.5272;1.8485;0.1342;0;;;
281;02-DAPI-1-40x-402ms.tif;NBL;0.0713;0.0713;47.8478;1.5282;3.411;0.1089;0;;;
1065;05-DAPI-1-40x-402ms.tif;NBL;0.0548;0.0548;34.0495;1.5287;1.8658;0.0838;0;;;
120;01-DAPI-1-40x-402ms.tif;NBL;0.0224;0.0224;35.6117;1.5291;0.796;0.0342;0;;;
2235;15-DAPI-1-40x-402ms.tif;NBL;0.0666;0.0666;62.9283;1.5293;4.1925;0.1019;0;;;
1009;05-DAPI-1-40x-402ms.tif;NBL;0.0535;0.0535;35.5659;1.5294;1.9026;0.0818;0;;;
1655;08-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;24.8618;1.5296;0.8201;0.0505;0;;;
