"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"RNF19A3",7.64676829330821e-27,2.26979342878226,0.469,0.228,2.25847301542858e-22,"Erythroid-like","RNF19A",1.06453311809888
"RCL11",8.58573820745871e-27,3.74267373585354,0.23,0.063,2.53579777957293e-22,"Erythroid-like","RCL1",0.860814959246315
"NUF21",9.69913494724278e-27,3.85438768589352,0.131,0.023,2.86463950666815e-22,"Erythroid-like","NUF2",0.504924786852051
"PPOX",2.02649891424576e-26,3.92997055775722,0.108,0.016,5.98526454322485e-22,"Erythroid-like","PPOX",0.424436820237779
"HMGB21",5.3894392026969e-26,3.33162038547716,0.174,0.038,1.59177086851653e-21,"Erythroid-like","HMGB2",0.579701947073026
"TBCEL3",6.75938832541462e-26,3.40996076901875,0.239,0.069,1.99638534191121e-21,"Erythroid-like","TBCEL",0.814980623795481
"TXNDC16",1.36921008987669e-25,3.25876627606796,0.178,0.041,4.0439620004508e-21,"Erythroid-like","TXNDC16",0.580060397140096
"EHBP1L15",1.84300161062733e-25,2.66251044897245,0.291,0.097,5.44330525698781e-21,"Erythroid-like","EHBP1L1",0.774790540650983
"CKAP53",2.82686463445539e-25,2.71720434528649,0.277,0.09,8.34914469786399e-21,"Erythroid-like","CKAP5",0.752665603644357
"PSME42",6.85125618291028e-25,2.30659548421802,0.474,0.246,2.02351851362255e-20,"Erythroid-like","PSME4",1.09332625951934
"FCHO22",9.4889484504524e-25,1.97905441831005,0.493,0.258,2.80256092484112e-20,"Erythroid-like","FCHO2",0.975673828226857
"SORBS16",9.79666279767778e-25,2.26462209717481,0.324,0.117,2.89344435729413e-20,"Erythroid-like","SORBS1",0.733737559484637
"DCAF11",2.36650094845962e-24,3.73321374153615,0.122,0.022,6.9894605512755e-20,"Erythroid-like","DCAF11",0.45545207646741
"CAPRIN2",2.92008398228723e-24,3.10250553760138,0.192,0.049,8.62446804168534e-20,"Erythroid-like","CAPRIN2",0.595681063219466
"RRM22",4.22358360252421e-24,3.09202304142341,0.127,0.023,1.24743541700553e-19,"Erythroid-like","RRM2",0.392686926260773
"TLN22",5.33766658168962e-24,2.99873409097132,0.249,0.077,1.57647982490203e-19,"Erythroid-like","TLN2",0.746684788651858
"SLC36A11",9.41528756233779e-24,2.96685408541554,0.207,0.055,2.78080518153647e-19,"Erythroid-like","SLC36A1",0.614138795681017
"BRIP11",1.07842599199745e-23,3.03599341707824,0.141,0.028,3.18513116736446e-19,"Erythroid-like","BRIP1",0.428075071808032
"FBXO346",1.14136439070938e-23,2.43753612164869,0.376,0.164,3.37101972796014e-19,"Erythroid-like","FBXO34",0.916513581739909
"NUDT42",1.93051000778349e-23,3.04658414087738,0.207,0.057,5.70176130798855e-19,"Erythroid-like","NUDT4",0.630642917161618
"ECT21",2.37439437358234e-23,3.41175774108911,0.188,0.048,7.01277378237545e-19,"Erythroid-like","ECT2",0.641410455324752
"VPS502",4.18095869047576e-23,3.0970030038599,0.315,0.121,1.23484614923201e-18,"Erythroid-like","VPS50",0.97555594621587
"KDM6A7",4.94077872361309e-23,2.29384269644668,0.512,0.3,1.45925899601912e-18,"Erythroid-like","KDM6A",1.1744474605807
"H1F0",5.43972685879558e-23,3.62636491832843,0.122,0.023,1.60662332774527e-18,"Erythroid-like","H1F0",0.442416520036068
"ULK1",5.57973752005098e-23,2.9166234586012,0.216,0.062,1.64797547654706e-18,"Erythroid-like","ULK1",0.629990667057859
"MBNL3",9.19500126273155e-23,3.15688200616987,0.188,0.049,2.71574362294776e-18,"Erythroid-like","MBNL3",0.593493817159935
"PCGF55",1.05431170545315e-22,2.40789850110435,0.371,0.162,3.11390962205586e-18,"Erythroid-like","PCGF5",0.893330343909715
"IGF2BP23",1.19467132000126e-22,2.46187233401437,0.319,0.124,3.52846174362373e-18,"Erythroid-like","IGF2BP2",0.785337274550583
"KIF20B2",2.36246212677467e-22,2.91419899613497,0.16,0.037,6.977531891429e-18,"Erythroid-like","KIF20B",0.466271839381595
"NFIA6",3.55202834955128e-22,1.99304515207584,0.521,0.313,1.04909157303997e-17,"Erythroid-like","NFIA",1.03837652423151
"ELOVL6",3.72728599482064e-22,3.3754693125004,0.146,0.032,1.10085391857028e-17,"Erythroid-like","ELOVL6",0.492818519625059
"EIF51",6.03785466591853e-22,3.24735473175916,0.268,0.095,1.78328037557904e-17,"Erythroid-like","EIF5",0.870291068111455
"NEK72",8.06697515243101e-22,1.98925613379512,0.484,0.273,2.3825811112705e-17,"Erythroid-like","NEK7",0.962799968756839
"NDEL15",1.30328003056226e-21,2.45911768640108,0.268,0.093,3.84923757026562e-17,"Erythroid-like","NDEL1",0.659043539955491
"AMMECR11",1.87783711299152e-21,2.7605811647262,0.207,0.059,5.54619191322044e-17,"Erythroid-like","AMMECR1",0.571440301098323
"ADIPOR1",2.03058537549528e-21,3.54190507686035,0.136,0.029,5.99733390652532e-17,"Erythroid-like","ADIPOR1",0.481699090453008
"VRK12",4.11785792731938e-21,3.00780739181447,0.174,0.044,1.21620933883378e-16,"Erythroid-like","VRK1",0.523358486175717
"TBC1D22B",1.04967361620478e-20,3.289418290372,0.202,0.06,3.10021102546081e-16,"Erythroid-like","TBC1D22B",0.664462494655144
"MICAL23",1.31931758430806e-20,2.47828141634138,0.362,0.167,3.89660448525385e-16,"Erythroid-like","MICAL2",0.897137872715579
"FKBP8",1.37896419994644e-20,3.70862449627249,0.131,0.028,4.07277076454181e-16,"Erythroid-like","FKBP8",0.485829809011696
"MKRN1",2.02389258156327e-20,3.20586968779117,0.192,0.055,5.97756673964712e-16,"Erythroid-like","MKRN1",0.615526980055904
"DCAF83",3.15748219588988e-20,2.82012078534025,0.268,0.099,9.32562366556075e-16,"Erythroid-like","DCAF8",0.755792370471186
"AKAP8L1",3.88007861356024e-20,2.94920121135984,0.244,0.084,1.14598121851502e-15,"Erythroid-like","AKAP8L",0.719605095571802
"CENPK1",4.76784050636537e-20,3.03977951144746,0.122,0.025,1.40818169355501e-15,"Erythroid-like","CENPK",0.370853100396591
"ABHD51",5.41768481748812e-20,2.94236431642612,0.211,0.065,1.60011321084512e-15,"Erythroid-like","ABHD5",0.620838870765911
"BCL2L16",5.52839499899639e-20,2.20901230291932,0.347,0.155,1.63281146295358e-15,"Erythroid-like","BCL2L1",0.766527269113004
"PCM14",1.04667623658717e-19,1.75763451015451,0.516,0.325,3.09135826476021e-15,"Erythroid-like","PCM1",0.906939407239729
"LPIN24",1.76956765671817e-19,2.80752807762534,0.343,0.159,5.22641807411711e-15,"Erythroid-like","LPIN2",0.962982130625492
"BNIP3L3",3.90651212631974e-19,2.84699369096689,0.319,0.139,1.15378835650853e-14,"Erythroid-like","BNIP3L",0.908190987418438
"NUP1531",4.86443426093559e-19,2.46992970989888,0.333,0.149,1.43671065896733e-14,"Erythroid-like","NUP153",0.822486593396326
"RNF104",5.00058766173726e-19,2.65022274265024,0.272,0.105,1.4769235658941e-14,"Erythroid-like","RNF10",0.720860586000865
"DYRK3",1.3775413086651e-18,3.65240333473277,0.103,0.02,4.06856825514237e-14,"Erythroid-like","DYRK3",0.376197543477476
"STOM4",1.43246783667916e-18,2.54976415383923,0.263,0.1,4.2307937556319e-14,"Erythroid-like","STOM",0.670587972459717
"FRYL5",1.50855422418071e-18,1.8043793674052,0.498,0.312,4.45551490111773e-14,"Erythroid-like","FRYL",0.898580924967788
"PARPBP2",2.248055361792e-18,3.11445778126809,0.108,0.022,6.63963151105268e-14,"Erythroid-like","PARPBP",0.336361440376954
"DCAF62",2.63441257750297e-18,2.05487394352867,0.408,0.221,7.78073754765503e-14,"Erythroid-like","DCAF6",0.838388568959696
"MIS18BP15",6.78497689148629e-18,2.23667606852349,0.333,0.153,2.00394292490047e-13,"Erythroid-like","MIS18BP1",0.744813130818321
"TALDO1",1.06221460471829e-17,3.17015219414098,0.15,0.04,3.13725083503548e-13,"Erythroid-like","TALDO1",0.475522829121147
"MORC35",1.25806761468499e-17,2.20668941639841,0.315,0.139,3.71570269997211e-13,"Erythroid-like","MORC3",0.6951071661655
"FANCI2",1.52178731856011e-17,2.97675159491613,0.136,0.033,4.49459884536727e-13,"Erythroid-like","FANCI",0.404838216908594
"CARM1",1.62230807429048e-17,3.06914853110617,0.146,0.038,4.79148689741694e-13,"Erythroid-like","CARM1",0.448095685541501
"STK11",3.3716522429997e-17,2.90375715377064,0.16,0.045,9.9581748996996e-13,"Erythroid-like","STK11",0.464601144603302
"GAPVD11",4.48090385032785e-17,2.32502069121543,0.338,0.163,1.32343495219433e-12,"Erythroid-like","GAPVD1",0.785856993630815
"ARL4A",4.9341866919708e-17,3.7726945544242,0.103,0.021,1.45731203947357e-12,"Erythroid-like","ARL4A",0.388587539105693
"DYRK1A6",6.08781501606178e-17,1.59489855815213,0.526,0.36,1.79803616499385e-12,"Erythroid-like","DYRK1A",0.838916641588022
"MARCH62",7.40963042810133e-17,2.1252200111324,0.432,0.247,2.18843434693973e-12,"Erythroid-like","MARCH6",0.918095044809199
"ETFDH",1.26613993308981e-16,2.93275944747851,0.16,0.046,3.73954429238077e-12,"Erythroid-like","ETFDH",0.469241511596561
"CCNDBP1",1.28927741301646e-16,3.42250827589467,0.103,0.022,3.80788083934413e-12,"Erythroid-like","CCNDBP1",0.352518352417151
"CTNNAL12",2.94393107875501e-16,2.69158413746499,0.174,0.053,8.69490044110294e-12,"Erythroid-like","CTNNAL1",0.468335639918908
"HIPK14",3.01325447866874e-16,2.27688860286848,0.268,0.11,8.89964710274813e-12,"Erythroid-like","HIPK1",0.610206145568752
"RICTOR5",3.54233986655607e-16,2.05995598794001,0.451,0.291,1.04623007958734e-11,"Erythroid-like","RICTOR",0.929040150560946
"RHBDD12",6.88225859244348e-16,2.18305788806336,0.296,0.133,2.03267507527818e-11,"Erythroid-like","RHBDD1",0.646185134866756
"MIAT3",2.09066250375606e-15,2.53973914804923,0.127,0.032,6.17477170484353e-11,"Erythroid-like","MIAT",0.322546871802252
"UBB",2.36329722644542e-15,3.16207786333799,0.141,0.039,6.97999835830655e-11,"Erythroid-like","UBB",0.445852978730656
"PER13",2.78429985469885e-15,2.35883105685533,0.286,0.127,8.22342962085304e-11,"Erythroid-like","PER1",0.674625682260626
"SPC251",2.94282722583158e-15,2.68997585283753,0.103,0.023,8.69164021149358e-11,"Erythroid-like","SPC25",0.277067512842265
"MED13L3",4.23524368456319e-15,1.25564806915275,0.648,0.542,1.25087922223574e-10,"Erythroid-like","MED13L",0.813659948810981
"TCF33",8.24739139101104e-15,2.53356480539268,0.164,0.051,2.43586704733511e-10,"Erythroid-like","TCF3",0.415504628084399
"ZFPM12",1.42445573559006e-14,2.46863598319771,0.15,0.044,4.20713001506525e-10,"Erythroid-like","ZFPM1",0.370295397479656
"TXNL1",1.56468667106911e-14,2.6915158730319,0.178,0.06,4.62130208300263e-10,"Erythroid-like","TXNL1",0.479089825399678
"KMT2E6",2.17791154956954e-14,1.36235496441368,0.535,0.396,6.43246176165364e-10,"Erythroid-like","KMT2E",0.72885990596132
"SEC14L15",2.47881759414612e-14,2.2039268207419,0.296,0.14,7.32118776431056e-10,"Erythroid-like","SEC14L1",0.652362338939604
"SENP76",2.56571600174959e-14,2.18959986505834,0.324,0.164,7.57784221116742e-10,"Erythroid-like","SENP7",0.709430356278904
"FBXO91",4.07901172433582e-14,2.71049484813304,0.207,0.079,1.20473611278259e-09,"Erythroid-like","FBXO9",0.56107243356354
"NAP1L44",4.94053748255434e-14,1.89247758035655,0.338,0.176,1.45918774547243e-09,"Erythroid-like","NAP1L4",0.639657422160515
"TERF2IP1",6.28860734476377e-14,2.40746242017944,0.235,0.098,1.85734017927598e-09,"Erythroid-like","TERF2IP",0.565753668742168
"STX21",6.49283766321195e-14,2.40347556599242,0.192,0.07,1.91765960382965e-09,"Erythroid-like","STX2",0.461467308670545
"KLF32",8.2011553759944e-14,2.31998341690246,0.197,0.072,2.42221124029995e-09,"Erythroid-like","KLF3",0.457036733129785
"GTPBP11",8.4945406851503e-14,2.58644028122795,0.164,0.054,2.50886259135914e-09,"Erythroid-like","GTPBP1",0.424176206121384
"TBC1D153",1.01271311503422e-13,2.31419889118582,0.291,0.141,2.99104818525357e-09,"Erythroid-like","TBC1D15",0.673431877335073
"ZGRF11",1.12773581853193e-13,2.65929670310741,0.108,0.027,3.33076774003406e-09,"Erythroid-like","ZGRF1",0.287204043935601
"PLCG1-AS11",1.52151011890275e-13,3.00098964946282,0.15,0.047,4.49378013617928e-09,"Erythroid-like","PLCG1-AS1",0.450148447419423
"ZMIZ15",1.60380239750725e-13,1.80066108492455,0.362,0.203,4.73683038103765e-09,"Erythroid-like","ZMIZ1",0.651839312742688
"TTTY10",1.6510770373965e-13,2.87336145265567,0.113,0.029,4.87645602995056e-09,"Erythroid-like","TTTY10",0.324689844150091
"ITGA48",2.93553028254837e-13,1.60225742834445,0.239,0.097,8.67008868950661e-09,"Erythroid-like","ITGA4",0.382939525374324
"KIAA02323",3.68881359121802e-13,2.29305022171738,0.296,0.15,1.08949109416624e-08,"Erythroid-like","KIAA0232",0.678742865628345
"SESN33",5.17798241249277e-13,2.30281103641657,0.235,0.1,1.52931710552974e-08,"Erythroid-like","SESN3",0.541160593557895
"PRR51",6.69675508810706e-13,2.42765936240942,0.108,0.028,1.97788661527242e-08,"Erythroid-like","PRR5",0.262187211140217
"GCLM",8.5344011739542e-13,2.92973532444937,0.117,0.033,2.52063538672737e-08,"Erythroid-like","GCLM",0.342779032960576
"SELENBP11",8.62319771068217e-13,2.9823255644441,0.113,0.031,2.54686144384998e-08,"Erythroid-like","SELENBP1",0.337002788782184
"CNNM22",8.78502280489746e-13,2.13122452867827,0.211,0.085,2.59465648542646e-08,"Erythroid-like","CNNM2",0.449688375551115
"WDR264",1.0257016919646e-12,2.43823325542472,0.319,0.176,3.02940994721745e-08,"Erythroid-like","WDR26",0.777796408480486
"TNRC6B6",1.26409982087011e-12,1.21139703781871,0.573,0.449,3.73351882093988e-08,"Erythroid-like","TNRC6B",0.694130502670123
"MPHOSPH94",1.66693027190005e-12,2.42087709811039,0.202,0.08,4.92327855805681e-08,"Erythroid-like","MPHOSPH9",0.489017173818298
"COL18A15",1.9287802268772e-12,2.01847715874308,0.183,0.068,5.69665240008182e-08,"Erythroid-like","COL18A1",0.369381320049983
"UBE2B2",2.52047771526302e-12,2.13629558462376,0.291,0.149,7.44423093202934e-08,"Erythroid-like","UBE2B",0.621662015125515
"SIAH2",3.16041595920887e-12,2.99136472775989,0.117,0.034,9.3342885355234e-08,"Erythroid-like","SIAH2",0.349989673147907
"SLC11A22",4.95767314324828e-12,2.31465641508331,0.263,0.127,1.46424876285838e-07,"Erythroid-like","SLC11A2",0.608754637166911
"PAN37",5.15295578616885e-12,1.49213631116882,0.484,0.358,1.52192549144497e-07,"Erythroid-like","PAN3",0.722193974605711
"PHIP2",7.28743828681078e-12,1.40084822695011,0.488,0.357,2.15234489800956e-07,"Erythroid-like","PHIP",0.683613934751656
"CENPC3",7.90569299362663e-12,2.07800977712338,0.277,0.137,2.33494642566762e-07,"Erythroid-like","CENPC",0.575608708263176
"KDM4C4",9.06429449857041e-12,1.73404898949918,0.423,0.293,2.67713938015277e-07,"Erythroid-like","KDM4C",0.733502722558151
"ARRDC2",1.06617053230485e-11,3.08761840001326,0.103,0.028,3.14893466716239e-07,"Erythroid-like","ARRDC2",0.318024695201365
"DSTYK",1.68264810445628e-11,2.58293587623819,0.15,0.052,4.96970117651163e-07,"Erythroid-like","DSTYK",0.387440381435728
"YPEL3",1.92318924574067e-11,2.85768831026277,0.103,0.028,5.68013943729507e-07,"Erythroid-like","YPEL3",0.294341895957065
"BRD81",2.57313759852287e-11,2.49940801078689,0.15,0.053,7.59976189723729e-07,"Erythroid-like","BRD8",0.374911201618034
"LNX22",2.99485282689915e-11,2.8884917063746,0.174,0.068,8.84529782424663e-07,"Erythroid-like","LNX2",0.50259755690918
"UGGT13",3.87401630264633e-11,2.36757978391438,0.225,0.103,1.14419071498659e-06,"Erythroid-like","UGGT1",0.532705451380735
"KDM5D1",4.21561969430995e-11,2.74601030153652,0.146,0.051,1.24508327671444e-06,"Erythroid-like","KDM5D",0.400917504024332
"RAD213",5.51287614094699e-11,2.09890521747657,0.249,0.121,1.62822796822869e-06,"Erythroid-like","RAD21",0.522627399151665
"IGF1R5",6.0557908668318e-11,1.60850039551875,0.39,0.247,1.78857783251877e-06,"Erythroid-like","IGF1R",0.627315154252313
"BCL11A3",7.17338584034809e-11,2.6761551304147,0.113,0.034,2.11865950794681e-06,"Erythroid-like","BCL11A",0.302405529736861
"MTMR32",1.0415352517042e-10,2.19077182979517,0.286,0.157,3.07617436590836e-06,"Erythroid-like","MTMR3",0.626560743321418
"MBNL22",1.43948267731055e-10,1.83869079453061,0.408,0.293,4.25151208743672e-06,"Erythroid-like","MBNL2",0.75018584416849
"RRM11",1.47064560914198e-10,2.44467156174975,0.103,0.03,4.34355180660084e-06,"Erythroid-like","RRM1",0.251801170860224
"NUTM2A-AS12",1.82468508443294e-10,2.08730231669396,0.235,0.114,5.38920739687269e-06,"Erythroid-like","NUTM2A-AS1",0.490516044423081
"WIPI21",1.96197360161033e-10,2.34602372729871,0.188,0.079,5.79468903235611e-06,"Erythroid-like","WIPI2",0.441052460732158
"RMND5A",2.00070847674964e-10,2.62984872247246,0.127,0.042,5.90909248608006e-06,"Erythroid-like","RMND5A",0.333990787754003
"YTHDC11",2.133151375538e-10,1.90330428364545,0.305,0.177,6.30026258765149e-06,"Erythroid-like","YTHDC1",0.580507806511863
"CEP1523",2.62707937940999e-10,2.33559872853108,0.146,0.053,7.75907894708742e-06,"Erythroid-like","CEP152",0.340997414365538
"C2CD32",3.21739123840323e-10,2.34914745783007,0.16,0.062,9.50256502262395e-06,"Erythroid-like","C2CD3",0.375863593252812
"GTF2B",3.36109501119513e-10,2.53702005672157,0.136,0.048,9.92699411556481e-06,"Erythroid-like","GTF2B",0.345034727714133
"MTRNR2L84",3.49004420983005e-10,2.26372229306965,0.16,0.062,1.03078455737331e-05,"Erythroid-like","MTRNR2L8",0.362195566891144
"G2E31",4.07782928407959e-10,2.46537873143726,0.174,0.071,1.20438687905291e-05,"Erythroid-like","G2E3",0.428975899270084
"STK243",6.61111328615282e-10,1.6036668647188,0.343,0.211,1.95259230906523e-05,"Erythroid-like","STK24",0.550057734598547
"SP41",1.14795926987307e-09,2.20782422421673,0.127,0.044,3.39049770357012e-05,"Erythroid-like","SP4",0.280393676475525
"MAN2A16",1.19546700758115e-09,1.55953453807095,0.347,0.215,3.53081180689094e-05,"Erythroid-like","MAN2A1",0.541158484710618
"TM9SF33",1.20615686286093e-09,1.9027095697057,0.31,0.184,3.56238429445975e-05,"Erythroid-like","TM9SF3",0.589839966608766
"MED134",1.23312102436356e-09,1.56111712766866,0.404,0.287,3.64202294545777e-05,"Erythroid-like","MED13",0.630691319578137
"STMP1",1.43747116247545e-09,2.93658311438226,0.108,0.035,4.24557107837124e-05,"Erythroid-like","STMP1",0.317150976353285
"GAS2L31",2.10767619752817e-09,2.4396564477653,0.131,0.047,6.22502164939945e-05,"Erythroid-like","GAS2L3",0.319594994657255
"RYBP3",2.19097441482075e-09,2.11686508840253,0.249,0.131,6.47104293417309e-05,"Erythroid-like","RYBP",0.527099407012231
"AFF16",2.56855817528835e-09,1.33202717723184,0.502,0.409,7.58623657071415e-05,"Erythroid-like","AFF1",0.668677642970384
"UTY4",2.58289357348504e-09,1.71362471938799,0.324,0.199,7.62857616928808e-05,"Erythroid-like","UTY",0.555214409081707
"C1GALT15",2.6661686179103e-09,2.27678920954279,0.197,0.091,7.87452901299806e-05,"Erythroid-like","C1GALT1",0.448527474279929
"CLASP14",2.79980358460176e-09,1.75564284740854,0.399,0.286,8.2692198871213e-05,"Erythroid-like","CLASP1",0.700501496116008
"FLCN1",3.35526122752443e-09,2.46063528559109,0.15,0.06,9.9097640354934e-05,"Erythroid-like","FLCN",0.369095292838663
"ARL6IP12",3.578005096716e-09,2.63481657778904,0.136,0.051,0.000105676380531507,"Erythroid-like","ARL6IP1",0.35833505457931
"SIK23",3.79806450263493e-09,2.01429051958181,0.343,0.224,0.000112175835085323,"Erythroid-like","SIK2",0.690901648216563
"AGPAT42",4.2253869840477e-09,2.05321496597392,0.249,0.134,0.000124796804573849,"Erythroid-like","AGPAT4",0.511250526527506
"NDE12",4.62551867471612e-09,2.17538181401817,0.131,0.048,0.000136614694057741,"Erythroid-like","NDE1",0.28497501763638
"SLC7A12",5.25260314933379e-09,2.12460084550297,0.127,0.046,0.000155135634015574,"Erythroid-like","SLC7A1",0.269824307378878
"REXO2",6.17396292570909e-09,3.01551322183206,0.113,0.039,0.000182347995010818,"Erythroid-like","REXO2",0.340752994067022
"TPST25",6.53541688787639e-09,2.03120648492893,0.16,0.066,0.000193023537783429,"Erythroid-like","TPST2",0.324993037588628
"UHRF23",7.25893883576647e-09,2.11013484807529,0.113,0.038,0.000214392758514363,"Erythroid-like","UHRF2",0.238445237832507
"CLIC22",8.95028459127407e-09,2.49330133170245,0.131,0.05,0.00026434665540328,"Erythroid-like","CLIC2",0.326622474453021
"ZCCHC82",8.99206973047164e-09,2.48814771365918,0.16,0.067,0.00026558077948948,"Erythroid-like","ZCCHC8",0.398103634185469
"TACC31",9.36514544365702e-09,2.47862852052998,0.108,0.036,0.00027659957067841,"Erythroid-like","TACC3",0.267691880217237
"AGO21",1.25677850369288e-08,1.69237781354193,0.282,0.165,0.000371189531065692,"Erythroid-like","AGO2",0.477250543418825
"RBM333",1.62627263432035e-08,1.58527478207173,0.362,0.25,0.000480319622546514,"Erythroid-like","RBM33",0.573869471109967
"FGFR1OP3",1.87927745299192e-08,2.2826885121992,0.15,0.063,0.000555044595741162,"Erythroid-like","FGFR1OP",0.34240327682988
"ZFYVE1",1.88142595786486e-08,2.73580320250396,0.122,0.046,0.000555679156655387,"Erythroid-like","ZFYVE1",0.333767990705484
